ID,RAW,Translate,
3095,Tum jaisi ho,You are the way you are,
3096,Main kal aayunga,I will come tomorrow,
3097,Tumse baat karne mein maza aata hai,I enjoy talking to you,
3098,Yeh mujhse ho nahi payega,I won't be able to do this,
3099,Kya tum mujhe yaad karte ho,Do you remember me?,
3100,Tum nahi kar sakte ho,You can't do this,
3101,Humne kuch kiya nahi,We haven't done anything,
3102,Woh bahut khubsurat hai,She is very beautiful,
3103,Yeh sab kitne paise lagenge,How much will all of this cost?,
3104,Laash yahan hai,The body is here,
3105,Tum humesha khush raho,You always stay happy,
3106,Main kya karu,What should I do?,
3107,Hum yeh kyu kar rahe hai,Why are we doing this?,
3108,Woh kahan hai,Where is she?,
3109,Kya tumne kabhi try kiya hai,Did you ever try it?,
3110,Aapne mujhe khushi di hai,You have given me happiness,
3111,Main tumhari baat samajh nahi paya,I couldn't understand what you were saying,
3112,Main khush hu,I am happy,
3113,Tum mujhe miss karoge,Will you miss me?,
3114,Main kuch kha lunga,I will eat something,
3115,Tumne mujhe ilzaam diya,You accused me,
3116,Woh kaise ho sakta hai,How is that possible?,
3117,Main yahan par rukunga,I will stay here,
3118,Kya tum meri madad karoge,Will you help me?,
3119,Tum kya soch rahe ho,What are you thinking?,
3120,Yeh kya hai,What's this?,
3121,Main yeh sab karunga,I will do all of this,
3122,Main nahi kar paunga,I won't be able to do this,
3123,Woh samajh nahi pa raha hai,He can't understand,
3124,Mujhe kuch nahi pata,I don't know anything,
3125,Tumne mujhpar bharosa kiya,You trusted me,
3126,Tumse milna hai,I want to meet you,
3127,Yeh mere pass hai,This is with me,
3128,Woh bahut hi dhokebaaz hai,He is very dishonest,
3129,Kya tum yaha par rehte ho,Do you live here?,
3130,Meri madad karo,Help me,
3131,Woh mere saath chal raha hai,He is walking with me,
3132,Tum bahut acche lagte ho,You look very good,
3133,Mujhe kuch bhi nahi malum,I don't know anything,
3134,Tum kab aaoge,When will you come?,
3135,Yeh kya kar rahe ho,What are you doing?,
3136,Main nahi ja sakti,I can't leave,
3137,Woh hamare saath nahi chal sakta,He can't walk with us,
3138,Kya tum mujhe apna number de sakte ho,Can you give me your number?,
3139,Tum bohot acchi ho,You are very good,
3140,Main kya kar rahi hu,What am I doing?,
3141,Woh nahi aayega,He won't come,
3142,Tum mere saath chalo,You come with me,
3143,Yeh bahut acchi cheez hai,This is a very good thing,
3144,Main roz yeh karta hu,I do this every day,
3145,Mujhe bas yahi chaiye,I just need this,
3146,Aap yaha par kya kar rahe hai,What are you doing here?,
3147,Main tumhe bahut miss karunga,I will miss you a lot,
3148,Kya tum mujhe chod sakte ho,Can you drop me?,
3149,Woh bahut sundar hai,She is very beautiful,
3150,Yeh maine nahi kiya,I didn't do this,
3151,Tum mujhse pyaar karte ho,Do you love me?,
3152,Aapne bahut kuch diya hai,You have given a lot,
3153,Main tumse baad mein baat karta hu,I will talk to you later,
3154,Tumne mujhe bahut hurt kiya,You hurt me a lot,
3155,Woh mujhse baat karna chahta hai,He wants to talk to me,
3156,Main jaanta hu,I know,
3157,Tum mere saath aaoge,Will you come with me?,
3158,Kya tum bimar ho,Are you sick?,
3159,Tumne kya kaha,What did you say?,
3160,Main tumhe kabhi nahi bhoolunga,I will never forget you,
3161,Yahan koi nahi hai,There is no one here,
3162,Woh jhoot bol raha hai,He is lying,
3163,Main tumse itna pyar karta hu,I love you so much,
3164,Tumne mujhe bahut saara pyar diya,You gave me a lot of love,
3165,Woh humare saath aa raha hai,He is coming with us,
3166,Kya tum yeh samajh sakte ho,Can you understand this?,
3167,Main bas yahi dekhna chahta hu,I just want to see this,
3168,Tumne mere liye kuch kiya hai,You did something for me,
3169,Main yahan par ruk raha hu,I am staying here,
3170,Woh bahut khush hai,She is very happy,
3171,Kya tum mere saath aayoge,Will you come with me?,
3172,Main wapas nahi aaunga,I won't come back,
3173,Woh samajh nahi pa rahi hai,She is not understanding,
3174,Tum bahut acchi lagti ho,You look very good,
3175,Main yeh abhi khatam karunga,I will finish this now,
3176,Mujhe kuch samajh nahi aa raha,I am not understanding anything,
3177,Aapko kya chahiye,What do you want?,
3178,Woh humse bahut baat karta hai,He talks to us a lot,
3179,Kya tum mere saath khana khaoge,Will you food with me,
3180,Main yeh kabhi nahi bhulunga,I will never forget this,
3181,Tumne meri madad ki,You helped me,
3182,Woh bahut chota hai,He is very small,
3183,Main yaha par nahi ruk sakta,I can't stay here,
3184,Tum mere paas aa jao,Come to me,
3185,Kya tumko mere saath chalna hai,Do you want to come with me?,
3186,Main yaha se jaa raha hu,I am leaving from here,
3187,Woh bahut bada hai,He is very big,
3188,Tumne kya socha hai,What have you thought?,
3189,Main wapas jaa raha hu,I am going back,
3190,Woh bahut sundar hai,She is very beautiful,
3191,Kya tum mujhse baat karna chahte ho,Do you want to talk to me?,
3192,Tum kya jaante ho,What do you know?,
3193,Mujhe nahi pata,I don't know,
3194,Main tumhare saath hamesha rahunga,I will always be with you,
3195,Woh kabhi nahi aaega,He will never come,
3196,Tum mere liye kuch la sakte ho,Can you bring something for me?,
3197,Main tumhe woh cheez nahi de sakta,I can't give you that thing,
3198,Tum mujhse bahut pyar karte ho,You love me very much,
3199,Mai kal subah jaldi uthne wala hu,I am going to wake up early tomorrow morning,
3200,Usne mere sath kuch bura kiya,He did something bad with me,
3201,Tujhe shayad ye sach nahi pata hai,Maybe you don't know this truth,
3202,Wo ajeeb admi hai,He is a strange man,
3203,Maine khana bana liya hai,I have cooked the food,
3204,Tumhare pas koi sujhav hai?,Do you have any suggestion?,
3205,Aaj ki tareekh kya hai?,What is today's date?,
3206,Wo mujhse bahut pyar karta hai,He loves me a lot,
3207,Ye galti tumhare hote hue bhi hui,"Even though it was your mistake, it happened",
3208,Tumhara rishta kis se hai?,Who are you related to?,
3209,Kitne ka hua?,How much did it cost?,
3210,Mujhe aaj hi apna kaam khatam karna hai,I have to finish my work today itself,
3211,Kya tum mujhse mohabbat karte ho?,Do you love me?,
3212,Wo har waqt busy rehta hai,He is always busy,
3213,Mujhe paise chahiye,I need money,
3214,Maine ek naye dost se mila,I met a new friend,
3215,Usne mujhe gaali di,He abused me,
3216,Tumhe ye kaam itni buri tarah nahi karna chahiye tha,You should not have done this work so badly,
3217,Mai apne sapne pure karunga,I will fulfill my dreams,
3218,Uske pas bahut se dost hai,He has many friends,
3219,Mera man nahi hai,I am not in the mood,
3220,Uski shaadi ho gayi,He got married,
3221,Tumhe apne aap ko sambhalna chahiye,You should take care of yourself,
3222,Mai uske sath bahut accha waqt bitaya,I spent a good time with him,
3223,Ye sab mere liye naya tha,All this was new for me,
3224,Wo bahut khatarnaak hai,He is very dangerous,
3225,Tumhare paas kitna samay hai?,How much time do you have?,
3226,Ye koi hal nahi hai,This is not a solution,
3227,Mai nahi chahta ki tumhe koi takleef ho,I don't want you to be in any trouble,
3228,Uska chehra khush raha,His face was happy,
3229,Mai khush hu,I am happy,
3230,Usne mujhe ignore kiya,He ignored me,
3231,Tumhe apne sapne sach karne chahiye,You should fulfill your dreams,
3232,Mai kuch bhi kar sakta hu,I can do anything,
3233,Usne bahut mehnat ki,He worked very hard,
3234,Mai tumhe nahi dekh sakta,I can't see you,
3235,Tum bahut achhe insaan ho,You are a very good person,
3236,Usne apna irada badal diya,He changed his mind,
3237,Mai tumse baat karna chahta hu,I want to talk to you,
3238,Wo mujhse pyar karta hai,He loves me,
3239,Tumhe sab pata hai,You know everything,
3240,Mai apni zindagi me aapka bahut abhari hu,I am very thankful to you in my life,
3241,Usne mujhe bahut mana kiya,He persuaded me a lot,
3242,Tumhara phone baj raha hai,Your phone is ringing,
3243,Usne mere khilaf kiya,He went against me,
3244,Maine bahut sari kitabe padhi hai,I have read many books,
3245,Tum bahut cute lag rahi ho,You look very cute,
3246,Mai aaj hi apna plan banata hu,I make my plan today only,
3247,Usne mujhe dhoka diya,He betrayed me,
3248,Tum kaise ho?,How are you?,
3249,Mai nahi chahta ki tum mujhse door ho,I don't want you to be away from me,
3250,Wo bahut khush hai,He is very happy,
3251,Tum sabko bahut pyar karte ho,You love everyone a lot,
3252,Usne apna wada pura kiya,He kept his promise,
3253,Tumhe kuch kaam tha kya?,Did you have any work?,
3254,Mai kahi jana chahta hu,I want to go somewhere,
3255,Tum theek ho?,Are you fine?,
3256,Wo mujhe tang karta hai,He annoys me,
3257,Tumne ye kaam bahut acche se kiya,You did this work very well,
3258,Usne apni galti maani,He admitted his mistake,
3259,Mai bahut khush hu,I am very happy,
3260,Tumhe kuch chahiye kya?,Do you need something?,
3261,Wo bahut udaas hai,He is very sad,
3262,Maine tumhe nahi dekha,I didn't see you,
3263,Tumhe mere sath chalna chahiye,You should come with me,
3264,Usne mujhe is baare me bataya,He told me about this,
3265,Mai bahut der tak kaam kar raha hu,I am working for a long time,
3266,Tumne bahut kuch sikha hai,You have learned a lot,
3267,Wo dobara nahi karega,He won't do it again,
3268,Mai bahut thak gaya hu,I am very tired,
3269,Tumhari awaz bahut saral hai,Your voice is very simple,
3270,Uska man udas hai,He is upset,
3271,Tumhara chehra khush hai,Your face is happy,
3272,Mujhe tumse bahut pyar hai,I love you a lot,
3273,Wo mujhse baat karna nahi chahta,He doesn't want to talk to me,
3274,Mai ise bahut samay se kar raha hu,I am doing this for a long time,
3275,Tumhe ye sab chhodna chahiye,You should leave all this,
3276,Usne mujhe diya,He gave me,
3277,Mai tumhe bahut miss kar raha hu,I am missing you a lot,
3278,Usne mujhe apna dil ka haal bataya,He told me about his heart,
3279,Tumne mujhe roka kyu nahi?,Why didn't you stop me?,
3280,Mai tumhe bahut samajhta hu,I understand you a lot,
3281,Wo bahut hi sharif ladka hai,He is a very good boy,
3282,Tumhare hath bhut thandhe hai,Your hands are very cold,
3283,Usne mujhe bahut nafrat kiya,He hated me a lot,
3284,Tumhara yaha kya kam hai?,What work do you have here?,
3285,Mai abhi bahut busy hu,I am very busy right now,
3286,Tumhe apne aap ko sambhalna chahiye,You should take care of yourself,
3287,Usne mujhe apna number diya,He gave me his number,
3288,Mai bahut khush hu ki tum yaha ho,I am very happy that you are here,
3289,Tum bahut sundar lag rahi ho,You look very beautiful,
3290,Usne mujhse kuch nahi kaha,He didn't say anything to me,
3291,Tumne mujhe bahut rulaya,You made me cry a lot,
3292,Mai sab janata hu,I know everything,
3293,Wo bahut achi khana bana leta hai,He cooks very good food,
3294,Tumhe ye nahi karna chahiye,You should not do this,
3295,Usne mujhse bahut dosti ki,He made a lot of friendship with me,
3296,Mai kal se apna kaam shuru kar raha hu,I am starting my work from tomorrow,
3297,Tum kya karoge?,What will you do?,
3298,Wo bahut acchi awaz me gati hai,She sings in a very good voice,
3299,Tumne mujhe apna dekha nahi,You didn't see me,
3300,Usne mujhe kabhi bhi dhoka nahi diya,He never betrayed me,
3301,Mai bahut jaldi wapas aa jaunga,I will come back very soon,
3302,Tumhe kuch nahi pata hai,You don't know anything,
3303,Wo bahut trust aur respect deta hai,He gives a lot of trust and respect,
3304,Mujhe apna 10 saal ka plan bataya,He told me his 10,
3305,Tumhara ye kaam bahut accha hai,Your work is very good,
3306,Usne mujhse mafi mangi,He apologized to me,
3307,Mai apni zindagi me bahut kuch kar raha hu,I am doing a lot of things in my life,
3308,Tum bahut samjhdar ho,You are very intelligent,
3309,Wo apni baat ko bahut acche se samjha deta hai,He explains his point very well,
3310,Tumne mujhe bahut acha laga,I liked you a lot,
3311,Usne mujhse ek kahani sunayi,He told me a story,
3312,Mai abhi ke liye yaha rukunga,I will stay here for now,
3313,Tum mujhe bahut yaad aate ho,I miss you a lot,
3314,Wo bahut muskurata hai,He smiles a lot,
3315,Tumhara sara saman yaha hai,All your stuff is here,
3316,Usne mujhse bahut lada,She fought with me a lot,
3317,Mai ye janna chahta hu ki kya tum mujhse pyar karti ho?,I want to know if you love me?,
3318,Tumhari zindagi bahut acchi hogi,Your life will be very good,
3319,Usne ek naya ghar kharida,He bought a new house,
3320,Main aaj subah uth gaya,I woke up early this morning,
3321,Tumne mujhe bewakoof banaya,You made a fool out of me,
3322,Meri ma samose banati hai,My mother makes samosas,
3323,Tumne mujhe pakad liya,You caught me,
3324,Mera dost mere saath nahi aaya,My friend didn't come with me,
3325,Usne apni maa ko apni shadi mein bulaya,He invited his mother to his wedding,
3326,Main apne ghar ke bahar khada tha,I was standing outside my house,
3327,Usne mujhse poocha kya hua,He asked me what happened,
3328,Tumne mujhe kaha tha ki tum aaoge,You told me that you would come,
3329,Mujhe apne dost se milna hai,I want to meet my friend,
3330,Usne apni beti ka naam anjali rakha,He named his daughter Anjali,
3331,Main apne kamre mein pada tha,I was reading in my room,
3332,Usne apna mobile kho diya,He lost his phone,
3333,Tumne mujhe chuna laga diya,You accused me falsely,
3334,Meri behen bahut sundar hai,My sister is very beautiful,
3335,Uska beta doctor banega,His son will become a doctor,
3336,Main kal party mein jaa raha hoon,I am going to a party tomorrow,
3337,Usne apne bete ko god mein uthaya,He lifted his son in his arms,
3338,Tum apna chehra dhoye,You washed your face,
3339,Meri maa ne mujhe chai banayi,My mother made tea for me,
3340,Main apni friend se baat kar raha tha,I was talking to my friend,
3341,Usne apna kaam pura kiya,He completed his work,
3342,"Tumne mujhe phone kiya tha, main abhi aya","You called me, I am coming now",
3343,Uska baap ek businessman hai,His father is a businessman,
3344,Main apna mobile charge kar raha hoon,I am charging my phone,
3345,Usne apni biwi se pyar kiya,He loved his wife,
3346,Tumne mujhe bahut saare sawaal puche,You asked me many questions,
3347,Meri behen college mein padhti hai,My sister studies in college,
3348,Usne apni patni ka saath diya,He supported his wife,
3349,Main apne dost ke ghar gaya tha,I went to my friend's house,
3350,Usne apna kaam khud kiya,He did his work himself,
3351,Tumne mujhe ek ghanta intezaar karna pada,You had to wait for me for an hour,
3352,Usne apni gaadi bech di,He sold his car,
3353,Meri maa roz subah jaldi uth ti hai,My mother wakes up early every morning,
3354,Uska beta engineering padh raha hai,His son is studying engineering,
3355,Main apni kalam se likh raha tha,I was writing with my pen,
3356,Usne apne bachhe ko school bheja,He sent his child to school,
3357,Tumne mujhse kuch nahi kaha,You didn't say anything to me,
3358,Usne apna phone silent mode pe rakha,He put his phone on silent mode,
3359,Meri behen khana bana rahi hai,My sister is cooking food,
3360,Usne apne ghar ka renovation kiya,He renovated his house,
3361,Main apne dost ke saath movie dekhne gaya,I went to watch a movie with my friend,
